Cluster ID,Link Score,source file,FTSE Code,Stock Name,Company Name,Stock Industry,Stock Market,Stock Sector,Stock Symbol,Stock Market Cap,Address 1,Address 2,client_id,broker_id,exchange_name,ISIN,TICKER,SEDOL,Currency,Currency Code
,,0,00-326-6615,Clorox Company (The),"Niagara Mohawk Holdings, Inc.",Consumer Durables,NYSE,Tools,CLX,$17.97B,PO Box 25880,98 Leroy Lane,74-7885774,0904-5880,NYSE,326675285-6,IT85 I302 6752 5978 QOOR VTAU Q8H,,Franc,XOF
150,0.13002065,0,00-328-8722,Landmark Infrastructure Partners LP,First Trust Total US Market AlphaDEX ETF,Consumer Services,NASDAQ,Toys,LMRKP,n/a,PO Box 44913,9465 Chinook Terrace,45-4901845,0603-5781,NASDAQ,272574310-9,BG55 EJWB 0697 00OZ LVVK MT,,Kyat,MMK
,,0,00-329-5623,"First Guaranty Bancshares, Inc.","Howard Bancorp, Inc.",Finance,NASDAQ,Tools,FGBI,$203.62M,10th Floor,88941 Vermont Circle,99-5256660,51346-198,NASDAQ,922911358-1,IT76 Q721 3922 492Z B7AS V1JF CML,,Yuan Renminbi,CNY
,,0,00-330-2280,"Ocera Therapeutics, Inc.","Templeton Dragon Fund, Inc.",Health Care,NASDAQ,Movies,OCRX,$25.45M,Suite 69,65174 Myrtle Lane,52-7879780,41167-0501,NYSE,911937018-0,NL06 EJLE 2304 5354 81,,Rupiah,IDR
,,0,00-335-7790,"Net 1 UEPS Technologies, Inc.",Black Hills Corporation,Finance,NASDAQ,Garden,UEPS,$556.9M,Apt 1324,39273 Lindbergh Drive,71-4270785,21695-726,NYSE,108274099-3,BE76 6789 3340 9977,,Yuan Renminbi,CNY
147,0.13273665,0,00-347-0091,NewJersey Resources Corporation,Brink's Company (The),Public Utilities,NYSE,Clothing,NJR,$3.72B,Room 1858,4817 Onsgard Street,28-4361473,63044-030,NYSE,804730030-X,FR53 8109 3651 81NB 0XHA KALA A92,,Rupiah,IDR
,,0,00-387-2937,"Cidara Therapeutics, Inc.",Key Tronic Corporation,Health Care,NASDAQ,Outdoors,CDTX,$115.12M,Suite 42,199 Bashford Trail,09-6470425,68788-9122,NASDAQ,828712805-6,ME92 3117 0247 2471 0530 49,,Euro,EUR
,,0,00-387-3645,"Kinder Morgan, Inc.",Cooper Tire & Rubber Company,Public Utilities,NYSE,Industrial,KMI,$42.84B,PO Box 63127,4302 Commercial Junction,69-4738853,75884-200,NYSE,759127837-1,FR81 8514 7691 71XV GJST K0T7 W00,,Krona,SEK
,,0,00-389-0114,"Old Dominion Freight Line, Inc.","SGOCO Group, Ltd",Transportation,NASDAQ,Books,ODFL,$7.81B,12th Floor,5 Vernon Point,04-8614208,0065-0345,NASDAQ,960337593-4,CY39 9373 8731 CV0K 2WVU 0QOJ O5PC,,Krone,NOK
,,0,00-410-4269,Tech Data Corporation,DryShips Inc.,Technology,NASDAQ,Baby,TECD,$3.67B,Apt 922,8729 Pond Plaza,42-0136976,67457-230,NASDAQ,822135316-7,CY67 1920 1257 QTR8 UKZD 4725 9H8Z,,Peso,PHP
129,0.16491608,0,00-446-9234,"Archrock, Inc.",GoDaddy Inc.,Public Utilities,NYSE,Tools,AROC,$763.03M,Room 1652,57 Kenwood Court,79-4018387,68599-0208,NYSE,765968839-1,GB90 CESC 7048 2708 5347 81,,Yuan Renminbi,CNY
,,0,00-517-5602,NF Energy Saving Corporation,"Forward Industries, Inc.",Capital Goods,NASDAQ,Movies,NFEC,$6.65M,PO Box 4605,1001 Miller Place,18-2857748,36800-306,NASDAQ,058576364-X,FR72 9672 1812 94CH S5OP MVTT R55,,Krona,SEK
,,0,00-518-2051,M&T Bank Corporation,LendingClub Corporation,n/a,NYSE,Clothing,MTB^,n/a,Apt 1345,0 Fisk Avenue,55-4856930,59900-116,NYSE,648436417-6,FR94 8997 8591 72KY 5TUO O60U 424,,Yuan Renminbi,CNY
158,0.11720641,0,00-523-1651,LRAD Corporation,"NTT DOCOMO, Inc",Consumer Non-Durables,NASDAQ,Grocery,LRAD,$51.2M,Suite 91,1 Lillian Plaza,21-9615381,51079-509,NYSE,901568950-4,RO98 ITRP C303 V1HM UAJ0 QFLC,,Baht,THB
12,0.9021447,0,00-554-1958,Mitel Networks Corporation,Mitel Networks Corporation,Technology,NASDAQ,Beauty,MITL,$905.69M,PO Box 31329,9 Northport Center,51-6564689,NYSE,817690193-8,SK71 9837 7309 1107 4794 4735,52125-748,,Yuan Renminbi,CNY
,,0,00-564-3175,"Federated Investors, Inc.",Government Properties Income Trust,Finance,NYSE,Toys,FII,$2.81B,Room 417,57221 Emmet Point,30-9783519,35356-990,NASDAQ,397159047-0,KW11 KKXJ XKN4 ATOA B6G4 IJAY LMKO NM,,Sol,PEN
,,0,00-572-0680,"Commerce Bancshares, Inc.",Vical Incorporated,Finance,NASDAQ,Books,CBSHP,$2.4B,Suite 91,106 North Alley,87-8991069,35356-417,NASDAQ,088543520-6,FR12 0468 4599 73JT YMCC NLRR Y58,,Rand,ZAR
11,0.9021447,0,00-587-5079,"Fred's, Inc.","Fred's, Inc.",Consumer Services,NASDAQ,Music,FRED,$408.67M,Suite 8,3 Continental Point,57-9264293,NASDAQ,,,37000-476,,Ruble,RUB
,,0,00-608-2559,Summit Therapeutics plc,Western Asset Municipal Defined Opportunity Trust Inc,Health Care,NASDAQ,Games,SMMT,$136.01M,PO Box 17536,3902 Portage Lane,45-0084219,68151-4223,NYSE,014073495-3,LU20 438L FUAX 9OA2 K1B3,,Yuan Renminbi,CNY
,,0,00-619-7155,KBS Fashion Group Limited,"Overseas Shipholding Group, Inc.",Consumer Non-Durables,NASDAQ,Jewelry,KBSF,$4.62M,9th Floor,1720 Leroy Circle,38-8044806,61957-2113,NYSE,091116838-9,TR61 6768 0LFS 3PIQ JF5E 0SYT KU,,Yuan Renminbi,CNY
,,0,00-622-0807,Annaly Capital Management Inc,"Microvision, Inc.",n/a,NYSE,Books,NLY^C,n/a,Suite 66,8829 Elgar Avenue,06-9060482,11822-0188,NASDAQ,013886329-6,SE45 1245 4292 1230 7340 5431,,Yuan Renminbi,CNY
,,0,00-650-9819,"CBAK Energy Technology, Inc.",First Trust Large Cap Growth AlphaDEX Fund,Miscellaneous,NASDAQ,Music,CBAK,$25.63M,16th Floor,47616 Havey Drive,96-0188461,49348-788,NASDAQ,603891309-2,PL47 6216 6254 4036 5782 4580 1743,,Rupiah,IDR
,,0,00-651-4769,Lannett Co Inc,"Dominion Energy, Inc.",Health Care,NYSE,Kids,LCI,$688.77M,Suite 22,68 Mosinee Park,86-9440179,51346-025,NYSE,595104511-8,MR83 5413 1535 1440 9613 7981 370,,Cordoba,NIO
,,0,00-656-8443,Chicago Bridge & Iron Company N.V.,"Sun Communities, Inc.",Basic Industries,NYSE,Computers,CBI,$1.55B,13th Floor,13 Loomis Road,98-8468863,70253-329,NYSE,374174351-8,CY75 8520 6932 FRHL EFVV MXSX RESS,,Koruna,CZK
177,0.07200588,0,00-674-8157,State Street Corporation,"Web.com Group, Inc.",n/a,NYSE,Clothing,STT^E,n/a,7th Floor,008 Grim Park,21-8941202,69174-126,NASDAQ,624888009-3,MD35 X7IT IQWB J2GQ TVHA OQ61,,Peso,PHP
,,0,00-719-8714,"ConforMIS, Inc.",Lazard Global Total Return and Income Fund,Health Care,NASDAQ,Computers,CFMS,$180.66M,PO Box 19298,47 Golf Street,92-9159888,55154-6237,NYSE,231002691-3,DK80 4036 7939 4986 64,,Dalasi,GMD
,,0,00-726-8665,"Assembly Biosciences, Inc.",NICE Ltd,Health Care,NASDAQ,Shoes,ASMB,$377.45M,Suite 79,66 Golf View Pass,72-3828785,41520-897,NASDAQ,017940442-3,BG03 RPJS 3514 36C0 2VSM A6,,Dinar,RSD
,,0,00-748-3707,Morgan Stanley,Dollar General Corporation,n/a,NYSE,Clothing,MS^E,n/a,Apt 186,5 Moulton Drive,44-7889481,49643-348,NYSE,681254584-8,PL26 7712 8431 0562 4936 5147 0494,,Yen,JPY
,,0,00-757-4459,"Welbilt, Inc.",ContraVir Pharmaceuticals Inc,Technology,NYSE,Beauty,WBT,$2.62B,Suite 63,48 Lunder Center,46-1196188,36987-1164,NASDAQ,385546767-6,PS80 DQXH S97B GV2S JLLG TO4P IAR3 N,,Cedi,GHS
165,0.103878945,0,00-774-4258,Gladstone Capital Corporation,"AMC Entertainment Holdings, Inc.",n/a,NASDAQ,Toys,GLAD,$253.65M,Room 707,86 Mesta Street,79-7046528,43386-090,NYSE,171266182-5,FR65 8578 8475 53HI UW07 WUJC V12,,Baht,THB
50,0.37342757,0,00-801-0339,John Bean Technologies Corporation,NASDAQ TEST STOCK,Technology,NYSE,Tools,JBT,$2.89B,15th Floor,7 Corscot Place,90-9314606,36987-1577,NYSE,397081407-3,BG46 QGHU 7312 741A ZQYJ I6,,Yuan Renminbi,CNY
111,0.19629844,0,00-812-4715,NF Energy Saving Corporation,"Myriad Genetics, Inc.",Capital Goods,NASDAQ,Jewelry,NFEC,$6.65M,Apt 1747,28170 Bashford Avenue,48-2261661,0409-1256,NASDAQ,697387600-5,IS07 6750 6150 1450 1632 6260 27,,Yuan Renminbi,CNY
,,0,00-841-9964,"LogMein, Inc.","ARI Network Services, Inc.",n/a,NASDAQ,Garden,LOGM,$5.72B,Suite 76,1438 Becker Street,92-3121920,55154-3437,NASDAQ,841957713-8,SE98 8428 7185 8622 1305 7369,,Yuan Renminbi,CNY
,,0,00-849-4282,"Mirna Therapeutics, Inc.","Versum Materials, Inc.",Health Care,NASDAQ,Shoes,MIRN,$31.07M,Room 772,7210 Graceland Drive,85-1363697,49288-0012,NYSE,796029344-9,BG06 KRAK 4275 22XN 90QP PS,,Dollar,SBD
,,0,00-910-1798,Integra LifeSciences Holdings Corporation,"Sientra, Inc.",Capital Goods,NASDAQ,Computers,IART,$3.99B,15th Floor,6 Mesta Hill,70-8053358,72036-240,NASDAQ,243677561-3,IL61 9276 2270 7504 5700 048,,Dollar,USD
,,0,00-934-4999,"Bazaarvoice, Inc.",Civeo Corporation,Technology,NASDAQ,Grocery,BV,$397.33M,Room 1646,359 Stone Corner Pass,43-4642411,52125-444,NYSE,173950736-3,HR26 7601 6363 7629 5943 6,,Ruble,RUB
,,0,00-958-2394,"Oclaro, Inc.",Omnicom Group Inc.,Technology,NASDAQ,Beauty,OCLR,$1.62B,PO Box 16986,5947 Melvin Drive,53-3042364,68084-254,NYSE,045687286-8,AZ70 QKVS FFLG S9TX GS06 BGHF W4WS,,Zloty,PLN
114,0.19215086,0,00-990-1855,Vanguard Russell 1000 Growth ETF,Phillips 66,n/a,NASDAQ,Grocery,VONG,$1.18B,Room 524,950 Towne Court,24-9536417,68828-158,NYSE,999756883-4,TR50 0617 3TG3 SCEL 3SLT ZZVL OY,,Euro,EUR
,,0,01-005-7857,Banco Bradesco Sa,Sun Hydraulics Corporation,Finance,NYSE,Games,BBD,$50.2B,Suite 26,99813 Graedel Plaza,66-1547215,50804-184,NASDAQ,128053180-0,GL81 2835 3529 0243 79,,Dong,VND
,,0,01-014-3049,Steel Partners Holdings LP,"Kelly Services, Inc.",Capital Goods,NYSE,Garden,SPLP,$500.28M,PO Box 12557,8046 Hintze Center,03-5285864,67296-0378,NASDAQ,651024828-X,HR81 7674 2122 8298 1193 7,,Krona,SEK
,,0,01-035-0074,"German American Bancorp, Inc.",Sumitomo Mitsui Financial Group Inc,Finance,NASDAQ,Garden,GABC,$741.31M,PO Box 17139,8 Superior Hill,08-0776384,62011-0185,NYSE,177316961-0,FR13 0377 6155 03HR LE90 22ET I08,,Peso,PHP
96,0.24196912,0,01-055-0208,Morgan Stanley,"Commerce Union Bancshares, Inc.",n/a,NYSE,Jewelry,MS^A,n/a,Room 278,65 Evergreen Lane,44-5832402,59970-172,NASDAQ,508518901-9,MD55 IL5O 5AR8 GHC1 29WA 1JOM,,Peso,UYU
,,0,01-063-3559,Forum Merger Corporation,"NextEra Energy, Inc.",Finance,NASDAQ,Automotive,FMCIW,n/a,Room 586,664 Hooker Street,97-3845473,68472-127,NYSE,198655611-5,DK32 3339 5647 8814 24,,Forint,HUF
,,0,01-069-7163,Itau Unibanco Banco Holding SA,"Emergent Biosolutions, Inc.",Finance,NYSE,Jewelry,ITUB,$71.12B,Room 733,0 Northfield Hill,98-6948037,68258-6046,NYSE,443997095-8,SI46 6787 5645 9179 802,,Yuan Renminbi,CNY
,,0,01-077-1397,IBERIABANK Corporation,Equitable Financial Corp.,Finance,NASDAQ,Beauty,IBKC,$4.16B,Suite 31,1027 Onsgard Court,03-4719504,41520-393,NASDAQ,882912118-5,SM80 R100 9948 339W KJUT ZUY2 GGQ,,Peso,PHP
163,0.107596666,0,01-098-9998,Renasant Corporation,Marvell Technology Group Ltd.,Finance,NASDAQ,Computers,RNST,$1.94B,Apt 1067,39 Fuller Street,16-9471546,55154-0120,NASDAQ,574796241-8,AD35 9822 2469 J3P5 HBPE VZ4T,,Peso,ARS
,,0,01-099-7488,"Rubicon Technology, Inc.",Univar Inc.,Technology,NASDAQ,Electronics,RBCN,$24.45M,Suite 55,9005 Crest Line Alley,00-5158001,55319-212,NYSE,561443934-X,MT43 IKQM 2799 0DKT VHYW ENXL GIES YWC,,Dirham,MAD
75,0.282988,0,01-106-0247,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,"Goldman Sachs Group, Inc. (The)",n/a,NASDAQ,Jewelry,HYXE,$10.42M,Suite 61,57 Commercial Street,50-4533136,60344-7001,NYSE,440701718-X,SA45 83YR J9LY AAD5 DLVR R0M5,,Quetzal,GTQ
,,0,01-143-7228,"Dreyfus Municipal Bond Infrastructure Fund, Inc.","Nustar GP Holdings, LLC",n/a,NYSE,Toys,DMB,$242.27M,5th Floor,9882 Declaration Way,21-2640751,55154-6971,NYSE,854284128-X,FR46 3522 9565 62IP 0XVG IE6N T79,,Yen,JPY
,,0,01-184-4575,Nuveen Energy MLP Total Return Fund,Parker-Hannifin Corporation,n/a,NYSE,Jewelry,JMF,$491.02M,Suite 88,63 Mitchell Circle,01-0720134,54641-004,NYSE,997514270-2,AL03 9381 4505 PCFP RO9H ESBL 5RNP,,Rupiah,IDR
,,0,01-192-6369,FIRST REPUBLIC BANK,Archer-Daniels-Midland Company,n/a,NYSE,Electronics,FRC^H,n/a,Suite 60,1 Harbort Street,39-9093415,13668-343,NYSE,003785733-9,RO83 SUYT 8MT4 64EZ UJCI SBXA,,Rupiah,IDR
157,0.12212722,0,01-214-9266,Baltimore Gas & Electric Company,"Superior Uniform Group, Inc.",n/a,NYSE,Kids,BGE^B,n/a,Room 598,8476 Ridgeway Terrace,67-1092151,53808-0740,NASDAQ,606952624-4,BR70 6086 3345 4207 9907 3945 893N C,,Krona,SEK
,,0,01-307-6747,Wipro Limited,"Heat Biologics, Inc.",Technology,NYSE,Electronics,WIT,$23.74B,Apt 1986,60122 Hooker Circle,09-6073415,17478-207,NASDAQ,239716542-2,RS71 2375 4586 8128 9744 21,,Rupiah,IDR
,,0,01-350-2447,"Alimera Sciences, Inc.",Antero Midstream Partners LP,Health Care,NASDAQ,Kids,ALIM,$86.97M,Room 592,6295 Logan Trail,00-4555167,41520-829,NYSE,179313149-X,BE60 3519 8341 2370,,Ruble,RUB
,,0,01-352-9804,DRDGOLD Limited,Mechel PAO,Basic Industries,NYSE,Books,DRD,$136.33M,Suite 50,58 South Center,84-0830141,60635-118,NYSE,844860227-7,AL26 4639 9645 1ZC9 G9LW 7YJZ LZ5F,,Sol,PEN
,,0,01-366-0530,"Global Net Lease, Inc.","PRGX Global, Inc.",Consumer Services,NYSE,Clothing,GNL,$1.51B,Apt 1373,4987 Dayton Hill,08-6851431,59630-629,NASDAQ,782948843-6,SK81 3064 9428 6719 6982 8585,,Yuan Renminbi,CNY
,,0,01-380-6820,"Sonoma Pharmaceuticals, Inc.",American Superconductor Corporation,Health Care,NASDAQ,Games,SNOA,$28.82M,Room 1005,54587 Crescent Oaks Way,32-2504554,0517-5602,NASDAQ,225262868-5,SK20 6131 1072 6156 2868 1798,,Peso,PHP
,,0,01-384-3179,Royal Bank Scotland plc (The),"Prudential Global Short Duration High Yield Fund, Inc.",Finance,NYSE,Baby,RBS^H,n/a,1st Floor,631 Eagle Crest Avenue,66-0868124,0006-0081,NYSE,204154681-6,FR48 7735 5520 49US X6IR GBW3 Z87,,Hryvnia,UAH
,,0,01-389-1975,"InnerWorkings, Inc.",WPP plc,Consumer Durables,NASDAQ,Computers,INWK,$583.72M,Apt 193,829 Cordelia Street,00-3073346,49349-742,NASDAQ,079718113-X,NO87 6186 1910 852,,Euro,EUR
,,0,01-405-4215,"Heritage-Crystal Clean, Inc.","Red Hat, Inc.",Basic Industries,NASDAQ,Shoes,HCCI,$325.53M,13th Floor,2 Badeau Parkway,83-2231820,55301-534,NYSE,032443826-5,FR75 6056 4489 433K TVLD 8ZJS N34,,Krona,SEK
,,0,01-414-3054,ClearBridge Energy MLP Fund Inc.,PowerShares DWA Tactical Multi-Asset Income Portfolio,n/a,NYSE,Games,CEM,$1.06B,Apt 1528,922 Old Gate Road,55-6925505,66116-346,NASDAQ,069497477-3,LT40 2472 7058 3147 3738,,Dinar,TND
,,0,01-436-7192,Dynagas LNG Partners LP,Preferred Bank,n/a,NYSE,Grocery,DLNG^A,n/a,4th Floor,9840 Commercial Avenue,51-2671794,0781-1452,NASDAQ,954491714-4,LT86 8009 9940 6108 3155,,Yuan Renminbi,CNY
82,0.26733312,0,01-463-2021,"Superior Industries International, Inc.","Silicon Laboratories, Inc.",Capital Goods,NYSE,Beauty,SUP,$479.46M,Suite 1,95083 Farragut Avenue,84-7580244,17089-346,NASDAQ,796180439-0,GE09 BA84 1168 8087 1618 52,,Peso,PHP
,,0,01-464-9853,PTC Inc.,"NV5 Global, Inc.",Technology,NASDAQ,Clothing,PTC,$6.6B,PO Box 79526,55 Artisan Trail,99-5819209,0069-4004,NASDAQ,286646721-3,HU88 0220 8404 5848 7414 6860 7330,,Krona,SEK
,,0,01-478-5629,Pimco Income Opportunity Fund,Public Storage,n/a,NYSE,Kids,PKO,$395.5M,Apt 1424,1851 Algoma Street,57-9949809,65966-918,NYSE,370113829-X,FR87 6558 3006 00SX YFFM 9NII K71,,Real,BRL
,,0,01-523-2475,Apollo Tactical Income Fund Inc.,"Aberdeen Greater China Fund, Inc.",n/a,NYSE,Garden,AIF,$236.63M,PO Box 60582,5 Butternut Street,78-0808479,57520-0789,NYSE,233123776-X,AD67 7769 4272 NBQG OTOP AKTK,,Koruna,CZK
,,0,01-525-4460,Graco Inc.,"Papa John's International, Inc.",Capital Goods,NYSE,Grocery,GGG,$6.28B,Apt 167,52 Dapin Hill,82-8942390,52959-410,NASDAQ,047174085-3,VG78 KNRK 5129 2874 2329 6515,,Yuan Renminbi,CNY
,,0,01-535-8174,Global Indemnity Limited,"CryoPort, Inc.",Finance,NASDAQ,Books,GBLIZ,n/a,Suite 26,57 Lakewood Gardens Pass,41-5403505,0173-0880,NASDAQ,698911457-6,LI55 9797 8GHS XD5Q VXBL D,,Rupiah,IDR
,,0,01-563-0974,Time Inc.,"Orbital ATK, Inc.",Consumer Services,NYSE,Shoes,TIME,$1.35B,Apt 1958,377 Kim Avenue,94-2079759,35000-662,NYSE,893000746-5,MD53 LM8P GAUK 5TNP UYAG VLT1,,Yuan Renminbi,CNY
,,0,01-586-7142,Wix.com Ltd.,"Sunstone Hotel Investors, Inc.",Technology,NASDAQ,Movies,WIX,$3.11B,Room 916,04240 Atwood Lane,62-3237421,43846-0030,NYSE,926955541-0,HR41 1484 7927 6464 6446 7,,Peso,ARS
,,0,01-641-4973,"SunTrust Banks, Inc.",PBF Energy Inc.,Finance,NYSE,Health,STI,$27.15B,PO Box 17693,7339 Magdeline Parkway,84-7809047,13668-030,NYSE,470739245-8,VG30 PRWN 6130 7167 7732 7285,,Denar,MKD
,,0,01-676-7644,"Magellan Health, Inc.","First Solar, Inc.",Health Care,NASDAQ,Grocery,MGLN,$1.71B,Room 1994,7865 Hauk Road,78-4018997,68462-425,NASDAQ,352552052-2,IT71 R193 2702 186W BQHO P5SW Q82,,Peso,ARS
,,0,01-707-3921,Madison Strategic Sector Premium Fund,Alliance Data Systems Corporation,n/a,NYSE,Computers,MSP,$69.05M,PO Box 49050,6 Mayfield Way,38-4151452,16590-282,NYSE,143101402-8,MT11 VVON 2832 3GI9 QX5M PGQZ 7WWJ LRD,,Ruble,RUB
,,0,01-772-2177,"Cisco Systems, Inc.","Sonus Networks, Inc.",Technology,NASDAQ,Tools,CSCO,$158.15B,Apt 588,9 Longview Junction,14-3755599,52533-001,NASDAQ,967512936-0,PS06 YRGO MIQP P96R R7XE 6EWX SURU H,,Yuan Renminbi,CNY
,,0,01-807-1151,"Voya Infrastructure, Industrials and Materials Fund","National Grid Transco, PLC",n/a,NYSE,Outdoors,IDE,$296.89M,5th Floor,26 Goodland Terrace,75-5557104,41520-552,NYSE,855056918-6,PT12 2933 2167 7666 9365 4090 7,,Euro,EUR
,,0,01-808-3033,Corcept Therapeutics Incorporated,"Hartford Financial Services Group, Inc. (The)",Health Care,NASDAQ,Computers,CORT,$1.21B,Room 1215,3154 Main Pass,30-9350059,42549-658,NYSE,640039077-4,PK31 KZFS LLEY X03F 9XBM 5DCC,,Euro,EUR
,,0,01-850-7890,Jensyn Acquistion Corp.,Denny's Corporation,Finance,NASDAQ,Music,JSYNR,n/a,Suite 59,32 Spohn Park,17-5222527,0904-6251,NASDAQ,570785883-0,BH24 JERG WAME GCM2 UETI EM,,Real,BRL
,,0,01-851-5216,Radware Ltd.,Invesco Municipal Opportunity Trust,Miscellaneous,NASDAQ,Industrial,RDWR,$759.26M,Suite 36,698 Stoughton Crossing,38-8136537,41190-306,NYSE,190089669-9,FI84 2938 0157 2532 36,,Yuan Renminbi,CNY
,,0,01-869-6221,"SeaChange International, Inc.","SunCoke Energy Partners, L.P.",Technology,NASDAQ,Toys,SEAC,$95.04M,PO Box 14280,0 Northridge Road,40-7814489,45942-1631,NYSE,092589275-0,FR58 8390 5295 28RN LLSL LYQE Y72,,Yuan Renminbi,CNY
,,0,01-870-2865,"WhiteHorse Finance, Inc.",pSivida Corp.,n/a,NASDAQ,Garden,WHF,$262.86M,Room 41,28588 Swallow Hill,34-6908766,36987-2910,NASDAQ,460656548-9,DE02 4429 7090 0506 1857 50,,Yuan Renminbi,CNY
,,0,01-898-0514,Corning Incorporated,Cloud Peak Energy Inc,Basic Industries,NYSE,Grocery,GLW,$27.06B,Room 560,4799 Londonderry Road,15-8898944,53808-0602,NYSE,133175147-0,GB07 QFTX 1793 8167 3168 13,,Marka,BAM
